date,game_pk,status,team,opp,home,team_runs,opp_runs,player_id,player,pos,bat_slot,bat_starter,kind,pa,ab,h,2b,3b,hr,r,rbi,bb,hbp,sb,k,ip,er,win,qs,started,ud_pts
2026-04-18,823558,Final,NYY,KC,1,13,4,621112,Paul Blackburn,P,,0,P,,,2,,,0,2,,1,0,,1,2.0,2,0,0,0,1.0
2026-04-18,823558,Final,NYY,KC,1,13,4,676609,José Caballero,SS,8,1,H,4,4,2,0,0,0,3,0,0,0,0,0,,,,,,12
2026-04-18,823558,Final,NYY,KC,1,13,4,545341,Randal Grichuk,LF,6,1,H,5,4,1,1,0,0,1,1,0,0,0,1,,,,,,10
2026-04-18,823558,Final,NYY,KC,1,13,4,642708,Amed Rosario,RF,1,1,H,5,5,2,0,0,1,2,3,0,0,0,0,,,,,,23
2026-04-18,823558,Final,NYY,KC,1,13,4,592450,Aaron Judge,RF,2,1,H,4,2,0,0,0,0,1,0,2,0,0,2,,,,,,8
2026-04-18,823558,Final,NYY,KC,1,13,4,641857,Ryan McMahon,3B,2,0,H,1,0,0,0,0,0,1,0,1,0,0,0,,,,,,5
2026-04-18,823558,Final,NYY,KC,1,13,4,700250,Ben Rice,1B,5,1,H,5,3,1,0,0,1,1,1,2,0,0,0,,,,,,20
2026-04-18,823558,Final,NYY,KC,1,13,4,701542,Will Warren,P,,0,P,,,5,,,1,2,,0,0,,11,7.0,2,1,1,1,21.0
2026-04-18,823558,Final,NYY,KC,1,13,4,641555,J.C. Escarra,C,9,1,H,4,4,2,1,1,0,2,3,0,0,0,0,,,,,,24
2026-04-18,823558,Final,NYY,KC,1,13,4,641355,Cody Bellinger,CF,3,1,H,5,4,3,0,0,2,2,5,1,0,0,0,,,,,,40
2026-04-18,823558,Final,NYY,KC,1,13,4,519317,Giancarlo Stanton,DH,4,1,H,5,5,0,0,0,0,0,0,0,0,0,0,,,,,,0
2026-04-18,823558,Final,NYY,KC,1,13,4,665862,Jazz Chisholm Jr.,2B,7,1,H,5,4,0,0,0,0,0,0,1,0,0,3,,,,,,3
2026-04-18,823558,Final,KC,NYY,0,4,13,695600,Carter Jensen,C,5,1,H,4,3,2,0,0,1,2,2,1,0,0,1,,,,,,24
2026-04-18,823558,Final,KC,NYY,0,4,13,686475,Tyler Tolbert,SS,2,0,H,1,1,1,0,0,0,1,0,0,0,0,0,,,,,,5
2026-04-18,823558,Final,KC,NYY,0,4,13,686555,Isaac Collins,DH,7,1,H,4,4,0,0,0,0,0,0,0,0,0,4,,,,,,0
2026-04-18,823558,Final,KC,NYY,0,4,13,687765,Mitch Spence,P,,0,P,,,4,,,1,6,,5,0,,3,4.0,6,0,0,0,1.0
2026-04-18,823558,Final,KC,NYY,0,4,13,686681,Michael Massey,3B,6,1,H,4,4,1,1,0,0,0,2,0,0,0,1,,,,,,10
