date,game_pk,status,team,opp,home,team_runs,opp_runs,player_id,player,pos,bat_slot,bat_starter,kind,pa,ab,h,2b,3b,hr,r,rbi,bb,hbp,sb,k,ip,er,win,qs,started,ud_pts
2026-06-06,824669,Final,CHC,SF,1,3,2,691718,Pete Crow-Armstrong,CF,1,1,H,5,5,4,0,0,2,2,2,0,0,0,0,,,,,,34
2026-06-06,824669,Final,CHC,SF,1,3,2,657097,Jacob Webb,P,,0,P,,,1,,,0,0,,1,0,,1,2.0,0,0,0,0,3.0
2026-06-06,824669,Final,CHC,SF,1,3,2,665804,Miguel Amaya,PH,2,0,H,1,0,0,0,0,0,0,0,0,1,0,0,,,,,,3
2026-06-06,824669,Final,CHC,SF,1,3,2,694208,Moisés Ballesteros,DH,2,0,H,1,1,0,0,0,0,0,0,0,0,0,1,,,,,,0
2026-06-06,824669,Final,CHC,SF,1,3,2,673548,Seiya Suzuki,RF,6,1,H,4,4,1,0,0,0,0,0,0,0,0,0,,,,,,3
2026-06-06,824669,Final,CHC,SF,1,3,2,669020,Ryan Rolison,P,,0,P,,,0,,,0,0,,1,0,,2,1.0,0,1,0,0,5.0
2026-06-06,824669,Final,CHC,SF,1,3,2,663538,Nico Hoerner,SS,7,1,H,4,4,0,0,0,0,0,0,0,0,0,0,,,,,,0
2026-06-06,824669,Final,CHC,SF,1,3,2,676962,Ben Brown,P,,0,P,,,1,,,0,0,,1,1,,5,5.33,0,0,0,1,10.33
2026-06-06,824669,Final,SF,CHC,0,2,3,669477,Casey Schmitt,LF,1,1,H,4,4,0,0,0,0,0,0,0,0,0,0,,,,,,0
2026-06-06,824669,Final,SF,CHC,0,2,3,682674,Victor Bericoto,RF,9,0,H,1,1,0,0,0,0,0,0,0,0,0,1,,,,,,0
2026-06-06,824669,Final,SF,CHC,0,2,3,671083,Buddy Kennedy,PH,1,0,H,1,0,0,0,0,0,0,0,1,0,0,0,,,,,,3
2026-06-06,824669,Final,SF,CHC,0,2,3,676775,Keaton Winn,P,1,0,P,,,1,,,1,1,,0,0,,1,1.67,1,0,0,0,1.67
2026-06-06,824669,Final,SF,CHC,0,2,3,656305,Matt Chapman,3B,7,1,H,4,1,0,0,0,0,0,1,1,1,0,1,,,,,,8
2026-06-06,824669,Final,SF,CHC,0,2,3,668873,Caleb Kilian,P,,0,P,,,1,,,0,0,,1,0,,1,1.0,0,0,0,0,2.0
2026-06-06,824669,Final,SF,CHC,0,2,3,687551,Drew Gilbert,LF,9,1,H,3,3,0,0,0,0,0,0,0,0,0,2,,,,,,0
2026-06-06,824669,Final,SF,CHC,0,2,3,808982,Jung Hoo Lee,CF,5,1,H,4,4,2,0,0,0,1,0,0,0,1,0,,,,,,12
2026-06-06,824669,Final,SF,CHC,0,2,3,656529,Sam Hentges,P,1,0,P,,,1,,,0,1,,0,0,,0,0.0,0,0,0,0,0.0
2026-06-06,824669,Final,SF,CHC,0,2,3,646240,Rafael Devers,1B,2,1,H,5,4,1,0,0,1,1,1,1,0,0,1,,,,,,17
2026-06-06,824669,Final,SF,CHC,0,2,3,606992,Eric Haase,C,8,1,H,4,4,0,0,0,0,0,0,0,0,0,1,,,,,,0
2026-06-06,824669,Final,SF,CHC,0,2,3,642715,Willy Adames,SS,4,1,H,4,4,0,0,0,0,0,0,0,0,0,2,,,,,,0
2026-06-06,824669,Final,SF,CHC,0,2,3,669062,Erik Miller,P,,0,P,,,2,,,0,0,,0,1,,1,0.67,0,0,0,0,1.67
2026-06-06,824669,Final,SF,CHC,0,2,3,694738,Landen Roupp,P,,0,P,,,3,,,1,1,,3,0,,5,5.67,1,0,0,1,9.67
2026-06-06,824669,Final,SF,CHC,0,2,3,650333,Luis Arraez,2B,3,1,H,5,5,1,0,0,0,0,0,0,0,0,1,,,,,,3
2026-06-06,824669,Final,SF,CHC,0,2,3,805811,Bryce Eldridge,DH,6,1,H,4,4,1,0,0,0,0,0,0,0,0,2,,,,,,3
2026-06-06,822808,Final,TOR,BAL,1,6,4,693686,Spencer Miles,P,,0,P,,,2,,,1,2,,1,0,,5,4.33,2,1,0,0,9.33
2026-06-06,822808,Final,TOR,BAL,1,6,4,686973,Louis Varland,P,,0,P,,,0,,,0,0,,0,0,,0,1.0,0,0,0,0,1.0
2026-06-06,822808,Final,TOR,BAL,1,6,4,676391,Ernie Clement,2B,5,1,H,4,4,2,0,1,1,3,3,0,0,0,0,,,,,,30
2026-06-06,822808,Final,TOR,BAL,1,6,4,665926,Andrés Giménez,SS,8,1,H,4,4,2,0,0,0,0,1,0,0,0,2,,,,,,8
2026-06-06,822808,Final,TOR,BAL,1,6,4,678218,Brandon Valenzuela,C,6,1,H,4,3,3,2,0,0,1,1,0,0,0,0,,,,,,19
2026-06-06,822808,Final,TOR,BAL,1,6,4,656546,Jeff Hoffman,P,,0,P,,,1,,,1,1,,0,0,,1,0.67,1,0,0,0,0.67
2026-06-06,822808,Final,TOR,BAL,1,6,4,664770,Nathan Lukes,RF,2,1,H,4,4,1,0,0,0,0,0,0,0,0,1,,,,,,3
2026-06-06,822808,Final,TOR,BAL,1,6,4,543807,George Springer,DH,1,1,H,4,2,0,0,0,0,0,0,2,0,0,0,,,,,,6
2026-06-06,822808,Final,TOR,BAL,1,6,4,689254,Mason Fluharty,P,,0,P,,,2,,,1,1,,0,0,,3,1.0,1,0,0,0,3.0
2026-06-06,822808,Final,TOR,BAL,1,6,4,680755,Braydon Fisher,P,,0,P,,,1,,,0,0,,1,0,,2,1.0,0,0,0,1,3.0
2026-06-06,822808,Final,TOR,BAL,1,6,4,643511,Tyler Rogers,P,,0,P,,,0,,,0,0,,0,0,,1,1.0,0,0,0,0,2.0
2026-06-06,822808,Final,TOR,BAL,1,6,4,665489,Vladimir Guerrero Jr.,1B,3,1,H,4,3,0,0,0,0,1,0,1,0,0,1,,,,,,5
2026-06-06,822808,Final,TOR,BAL,1,6,4,660821,Jesús Sánchez,LF,4,1,H,4,4,2,0,0,0,1,0,0,0,0,1,,,,,,8
2026-06-06,822808,Final,TOR,BAL,1,6,4,664702,Myles Straw,LF,9,1,H,4,3,0,0,0,0,0,0,0,0,0,0,,,,,,0
2026-06-06,822808,Final,TOR,BAL,1,6,4,672960,Kazuma Okamoto,3B,7,1,H,4,4,2,0,0,0,0,1,0,0,0,1,,,,,,8
2026-06-06,822808,Final,BAL,TOR,0,4,6,669236,Jeremiah Jackson,2B,9,0,H,1,1,0,0,0,0,0,0,0,0,0,1,,,,,,0
2026-06-06,822808,Final,BAL,TOR,0,4,6,669211,Keegan Akin,P,,0,P,,,2,,,0,1,,0,0,,0,2.0,1,0,0,0,1.0
2026-06-06,822808,Final,BAL,TOR,0,4,6,694212,Samuel Basallo,PH,7,0,H,1,1,0,0,0,0,0,0,0,0,0,0,,,,,,0
2026-06-06,822808,Final,BAL,TOR,0,4,6,683002,Gunnar Henderson,SS,2,1,H,4,4,3,0,0,0,1,0,0,0,0,0,,,,,,11
2026-06-06,822808,Final,BAL,TOR,0,4,6,665750,Leody Taveras,CF,6,1,H,4,4,0,0,0,0,0,0,0,0,0,1,,,,,,0
2026-06-06,822808,Final,BAL,TOR,0,4,6,621493,Taylor Ward,DH,1,1,H,4,3,0,0,0,0,0,0,1,0,0,3,,,,,,3
2026-06-06,822808,Final,BAL,TOR,0,4,6,680694,Kyle Bradish,P,,0,P,,,9,,,1,5,,3,0,,3,4.0,5,0,0,1,2.0
2026-06-06,822808,Final,BAL,TOR,0,4,6,544150,Albert Suárez,P,,0,P,,,1,,,0,0,,0,0,,3,2.0,0,0,0,0,5.0
2026-06-06,822808,Final,BAL,TOR,0,4,6,668939,Adley Rutschman,C,3,1,H,4,4,0,0,0,0,0,0,0,0,0,0,,,,,,0
2026-06-06,822808,Final,BAL,TOR,0,4,6,641933,Tyler O'Neill,RF,7,0,H,1,1,0,0,0,0,0,0,0,0,0,1,,,,,,0
2026-06-06,822808,Final,BAL,TOR,0,4,6,677942,Blaze Alexander,LF,8,1,H,4,3,1,0,0,1,1,1,1,0,0,0,,,,,,17
2026-06-06,822808,Final,BAL,TOR,0,4,6,624413,Pete Alonso,1B,4,1,H,4,4,1,0,0,1,1,2,0,0,0,1,,,,,,16
2026-06-06,822808,Final,BAL,TOR,0,4,6,702616,Jackson Holliday,2B,9,1,H,2,2,0,0,0,0,0,0,0,0,0,2,,,,,,0
2026-06-06,822808,Final,BAL,TOR,0,4,6,681297,Colton Cowser,RF,7,1,H,2,2,1,0,0,1,1,1,0,0,0,0,,,,,,14
2026-06-06,822808,Final,BAL,TOR,0,4,6,691723,Coby Mayo,3B,5,1,H,4,4,0,0,0,0,0,0,0,0,0,3,,,,,,0
2026-06-06,823454,Final,PHI,CWS,1,3,6,669016,Brandon Marsh,CF,5,1,H,4,4,2,1,0,1,1,1,0,0,0,0,,,,,,20
2026-06-06,823454,Final,PHI,CWS,1,3,6,702222,Justin Crawford,CF,9,1,H,2,2,0,0,0,0,0,0,0,0,0,1,,,,,,0
2026-06-06,823454,Final,PHI,CWS,1,3,6,547180,Bryce Harper,1B,3,1,H,4,4,0,0,0,0,0,0,0,0,0,2,,,,,,0
2026-06-06,823454,Final,PHI,CWS,1,3,6,592663,J.T. Realmuto,C,6,1,H,4,2,0,0,0,0,1,0,2,0,1,1,,,,,,12
2026-06-06,823454,Final,PHI,CWS,1,3,6,624641,Edmundo Sosa,LF,9,0,H,2,2,0,0,0,0,0,0,0,0,0,2,,,,,,0
2026-06-06,823454,Final,PHI,CWS,1,3,6,664761,Alec Bohm,3B,4,1,H,4,4,1,0,0,1,1,1,0,0,0,2,,,,,,14
2026-06-06,823454,Final,PHI,CWS,1,3,6,663767,Chase Shugart,P,,0,P,,,0,,,0,0,,1,0,,3,1.0,0,0,0,0,4.0
2026-06-06,823454,Final,PHI,CWS,1,3,6,641835,Tim Mayza,P,,0,P,,,1,,,0,0,,0,0,,1,1.0,0,0,0,0,2.0
2026-06-06,823454,Final,PHI,CWS,1,3,6,681082,Bryson Stott,2B,7,1,H,4,3,0,0,0,0,0,0,1,0,0,1,,,,,,3
2026-06-06,823454,Final,PHI,CWS,1,3,6,656941,Kyle Schwarber,DH,1,1,H,5,4,0,0,0,0,0,0,1,0,0,3,,,,,,3
2026-06-06,823454,Final,PHI,CWS,1,3,6,621383,Tanner Banks,P,,0,P,,,1,,,0,0,,0,0,,2,2.33,0,0,0,0,4.33
2026-06-06,823454,Final,PHI,CWS,1,3,6,666969,Adolis García,RF,8,1,H,4,4,1,0,0,0,0,1,0,0,0,2,,,,,,5
2026-06-06,823454,Final,PHI,CWS,1,3,6,607208,Trea Turner,SS,2,1,H,4,3,1,0,0,0,0,0,1,0,0,1,,,,,,6
2026-06-06,823454,Final,PHI,CWS,1,3,6,691725,Andrew Painter,P,,0,P,,,8,,,2,6,,2,1,,4,4.67,6,0,0,1,2.67
2026-06-06,823454,Final,CWS,PHI,0,6,3,694378,Jacob Gonzalez,1B,6,1,H,4,4,1,0,0,1,1,2,0,0,0,0,,,,,,16
2026-06-06,823454,Final,CWS,PHI,0,6,3,671976,Tristan Peters,LF,7,1,H,4,4,3,2,0,0,0,1,0,0,0,0,,,,,,17
2026-06-06,823454,Final,CWS,PHI,0,6,3,685126,Brandon Eisert,P,,0,P,,,1,,,0,0,,0,0,,2,1.33,0,0,0,1,3.33
2026-06-06,823454,Final,CWS,PHI,0,6,3,545341,Randal Grichuk,DH,3,0,H,2,2,0,0,0,0,0,0,0,0,0,2,,,,,,0
2026-06-06,823454,Final,CWS,PHI,0,6,3,805367,Chase Meidroth,2B,5,1,H,4,4,2,0,0,0,0,1,0,0,0,0,,,,,,8
2026-06-06,823454,Final,CWS,PHI,0,6,3,691799,Grant Taylor,P,,0,P,,,0,,,0,0,,0,0,,3,1.0,0,0,0,0,4.0
2026-06-06,823454,Final,CWS,PHI,0,6,3,807747,Rikuu Nishida,RF,9,1,H,2,2,1,0,0,0,0,0,0,0,0,0,,,,,,3
2026-06-06,823454,Final,CWS,PHI,0,6,3,695657,Colson Montgomery,SS,4,1,H,5,4,1,0,0,1,2,1,1,0,0,2,,,,,,19
2026-06-06,823454,Final,CWS,PHI,0,6,3,691011,Drew Romo,C,8,1,H,4,3,0,0,0,0,0,0,0,0,0,1,,,,,,0
2026-06-06,823454,Final,CWS,PHI,0,6,3,643217,Andrew Benintendi,DH,3,1,H,3,3,1,0,0,0,1,1,0,0,0,1,,,,,,7
2026-06-06,823454,Final,CWS,PHI,0,6,3,680732,Sean Burke,P,,0,P,,,3,,,2,3,,5,0,,7,4.33,3,1,0,0,10.33
2026-06-06,823454,Final,CWS,PHI,0,6,3,656794,Sean Newcomb,P,,0,P,,,1,,,0,0,,0,0,,3,2.33,0,0,0,0,5.33
2026-06-06,823454,Final,CWS,PHI,0,6,3,803011,Sam Antonacci,LF,1,1,H,5,3,0,0,0,0,1,0,1,1,0,0,,,,,,8
